TITLE,ARTIST,LABEL,NO.,YR,ALBUM/CD TITLE,
Ballad Of Our P.O.W.'s,"Price, Johnny",Priceless,PR 708,7?,,
Ballad Of Our Times,"King, Bob",Bo-Donn,1010,66,Next Stop is Vietnam,
Ballad Of Our Times,"King, Bob & The King's Court",Scorpio,2001,66,,
"Ballad Of Penny Evans, The","Brown, Chris & Kate Fenner",Red Pajajmas Records,,5,My Old Man: A Tribute To Steve Goodman,
"Ballad Of Penny Evans, The","Duvekot, Antje",,CD,11,Live From All Over The Place,
"Ballad Of Penny Evans, The","Goodman, Steve",Buddah,LP 5121,72,Somebody Else's Troubles/War Seriously (CL),
"Ballad Of Penny Evans, The","MacIntosh, Iain",Rounder,LP 4015,83,Songs for Peace,
"Ballad Of Penny Evans, The","Shocked, Michelle",Red House,CD 36,91,Ben & Jerry's Newport Folk Festival…,
"Ballad Of Rambo, The","Cullen, Cullen & Reeves",Long Shot,BSR-7185,85,,
Ballad Of Richard Campos,"Dane, Barbara",Paredon,LP 1003,70,FTA! Songs of the GI Resistance ,
"Ballad Of Robin Olds, The","Jonas, Dick",Erosonic ,Album 1 ,97,FSH Vol. 1,
"Ballad Of Sara Lee, The","Wayne, Roger & The Clic",Pharoah,1236,6?,Teenage Dreams Vol. 4,
Ballad Of Song My,"Millius, Mike",United Artists,LP 73072,69,Deperado,
Ballad Of Subic Bay,"Tallada, Eddie & Company",OG,No #,6?,,
Ballad Of The 173rd,"Murphy, Sgt. Frank",Action,1116,7?,,
Ballad Of The 173rd,"Raney, Ed",Storm,LSP 2702,7?,Songs Of The Sky Soldier ,
Ballad Of The 173rd,"Small, Britt & Festival",Festival,CD,6,For My Buddies,
Ballad Of The CGS,"Jonas, Dick",Erosonic ,Album 4,97,Swamp Fox,
Ballad Of The Crystal Man,Donovan,Hickory,LP 127,65,Fairy Tale ,
"Ballad Of The FAC, The","Barker, Ron",Border City,SE-7,4,SOBA-2002,
Ballad Of The Fort Hood Three,"Seeger, Pete",Columbia,LP 9873,71,Young vs. Old ,
Ballad Of The Green Beret,Crum Brothers (Dean & Don),Ben,3902,6?, ,
Ballad Of The Green Beret,Duke Boys,Grand Old Opry,GN-3,85,,
Ballad Of The Green Beret,"Eaton, Herb",Country & Western Hits,353,66,,
Ballad Of The Green Beret  ,Enneking Family Singers,Joel,1287,6?, ,
Ballad Of The Green Beret,For You,,mp3,,"Stand Proud, Stand Tall",
Ballad Of The Green Beret,"Kames, Bob & Kehr, Bill",GRT,LP 9330-304,76,Happy Organ: The Spirit of '76,
Ballad Of The Green Beret,"Mac, Johnny",Crown,LP 510,66,Ballad Of The Green Beret,
Ballad Of The Green Beret,"Martino, Tony",,mp3,,An American Soldier,
"Ballad Of The Green Beret, The","Small, Britt & Festival",Festival,CD 9,98,Colors,
Ballad Of The Green Berets,"Anthony, Ray",Capitol,LP 2530,66,Hit Songs to Remember,
Ballad Of The Green Berets,Boston Pops Ork.,RCA,8959,66, ,
Ballad Of The Green Berets,"Brewer, Teresa",Philips,LP 200,66,Songs For Our Fighting Men ,
Ballad Of The Green Berets,Deputies,Wyncote,LP 9139,66,Ballad of the Green Berets,
Ballad Of The Green Berets,"Dewey, Roger",Design,LP 250,66,Ballad Of The Green Berets,
Ballad Of The Green Berets,Durning String Band,Sure Music ,Vol 29,66,Best of the Mummers: 6th Annual…,
Ballad Of The Green Berets,"Eaton, Herb",Hit,242,66,,
Ballad Of The Green Berets,"Eddy, Duane",Jamie,LP ??,66,Biggest Twang of Them All ,
Ballad Of The Green Berets,"Evans, Chuck",Atwell Custom,No #,,,
Ballad Of The Green Berets,Ferrante & Teicher,UA,LP 3526,66,You Asked for It,
Ballad Of The Green Berets,Five Suns,Reprise SJET ,411,66,,
Ballad Of The Green Berets,"Green, Lloyd & His Steel Guitar",Little Darlin',LP 4002,66,Day For Decision,
Ballad Of The Green Berets,"Hamilton, Michael",,mp3,,Patriotic Tunes on Bagpipes,
Ballad Of The Green Berets,"Hitler, Elvis",Restless,CD,93,Hellbilly ,
"Ballad Of The Green Berets, The","Hunters, The",Avon Book ,LP 82865,66, ,
Ballad Of The Green Berets,"Hyman, Dick",Command,LP 899,66,Happening!,
Ballad Of The Green Berets,"Inman, Autry",Epic,LP 10389,68,Ballad of Two Brothers ,
Ballad Of The Green Berets,"Johnson, Bob",HBR,LP 2057,66,G.I. Joe: the story of the Green Beret,
Ballad Of The Green Berets,Lancastrians,Pye,17072,66, ,
Ballad Of The Green Berets,"Lavalle, Paul",RCA,LP 3600,66,Salute To Our Fighting Men In Vietnam,
Ballad Of The Green Berets,Lonesome Valley Singers,Diplomat,LP 2618,66,Men In The Green Berets,
Ballad Of The Green Berets,"Moorhouse, Alan",Cadet,5532,66, ,
Ballad Of The Green Berets,Not Credited,Coronet,LP  289,6?,A Salute to the Armed Forces,
Ballad Of The Green Berets,Original Rays,Brooklyn Beat,LP,,Today Brooklyn; Tomorrow The World,
Ballad Of The Green Berets,"Parton, Dolly", ,CD,3,For God And Country ,
Ballad Of The Green Berets,"Paycheck, Johnny",Little Darlin',11,66, ,
Ballad Of The Green Berets,"Radish, Eli",Capitol,LP 244,66, ,
Ballad Of The Green Berets,"Sadler, SSGT Barry",RCA,8739,66,Next Stop is Vietnam,
Ballad Of The Green Berets [Original Version],"Saddler, Barry",No Label,,64,Saigon safe house recording,
Ballad Of The Green Berets,"Smith, Kate",RCA,LP 3670,66,Kate Smith Today ,
Ballad Of The Green Berets,"Strasser, Hugo",Telemark,LP 6413,76,Dancing 'Til Dawn,
"Ballad Of The Green Berets, The",Sunstrokes,Playtex,1034,6?,,
Ballad Of The Green Berets,"Trineer, Doug",Point,LP 273,67,The Green Beret,
Ballad Of The Green Berets,U.S. Army Field Band & Chorus,,,6?,Tribute to the American Soldier,
Ballad Of The Green Berets,"Wright, Johnny",Decca,LP 4770,66,Country Music Special,
Ballad Of The Plastic Prince,"St. Pierre, Robin",Burning Star,7401,74,Next Stop is Vietnam,
Ballad Of The Queen Berets,"Capitol Steps, The",Capitol Steps,CD 1031,11,Desperate Housemembers ,
Ballad Of The Republic Of Vietnam,,,,,,
Ballad Of The U.S.A.,Cypher,Water Street,8826,72, ,
Ballad Of The Unknown Soldier,"Dane, Barbara",Paredon,LP 2001,75,"What Now People, Vol. 1 ",
Ballad Of The Unknown Soldier,"Frady, Garland",Filmways,102,66,Next Stop is Vietnam,
Ballad Of The U.S. Marines,"Beane, Jeff",Precision,101,7?,,
Ballad Of The U.S. Marines,"Keith, Rodd",M.S.R,424,6?,,
Ballad Of The USS St. Francis River,"Hughes, Radioman George",Bear Family,CD,67,Ike Pappas/Next Stop is Vietnam,
Ballad Of The Virgin Soldiers,"Bibb, Leon",RCA,322,69,,
Ballad Of The Yellow Beret,Beach Bums,Are You Kidding Me,1010,66,Next Stop is Vietnam,
"Ballad Of Tim LeBlanc, The","Garbutt, Vin",,,,,
Ballad Of Two Brothers,"Inman, Autry",Epic,10389,68,Next Stop is Vietnam,
"Ballad Of Viet Nam, The (For God And Country…)",Red River Dave,Savoy,1627,66, ,
Ballad Of Vietnam,Ludvick,Great World of Sound,2936,6?, ,
"Ballade Van Jan Soldaat, De","Fischer, Jaap",HMV,45-SGI-107,63, ,
Balladen Om Den Blå Baskern (Green Beret),"Lindblom, Anita",Fontana,466 278,66,,
"Ballata Dei Berretti Verdi, La","Morricone, Ennio",PM,3463,6?,,
Ballo Tondo Del Vietnam [Round Dance Of Vietnam],Chorus del Galletto,I Dischi del Sole,204,6?,,
Bamboo Baby,"Carlton, Johnny & The Escorts",Beaumont,3343,65,,
Bamiba,"Lavalle, Paul",RCA,LP 3600,66,Salute To Our Fighting Men In Vietnam,
Bamiba,"Sadler, SSGT Barry",RCA,LP 3547,66,Next Stop is Vietnam,
Ban Me Thuot On A Saturday Night,"Droge, Dolf",AFS,"18,977",,Songs by Americans in the Vietnam War,
Banana Valley,"Jonas, Dick",Goldust Records,LP 156,71,Two Sides of Dick Jonas,
"Band Played Waltzing Mathilda, The","Bogle, Eric",Larrikin,LRF 041,80,Now I'm Easy ,
"Band Played Waltzing Mathilda, The","Herdman, Priscilla",Philo,CD 1014,77,Water Lily,
"Band Played Waltzing Mathilda, The",Redgum,Sony,CD,, ,
Barbed Wire Strung With Pearls,"Walktendonk, Jim",Booney Tunes,Cassette,94,R&R,
Barnes Shoots Elias,Vancouver Symphony Orchestra,Atlantic,81742-2,87,Platoon S/T,
Barrelhouse Cam In Vietnam,Crackousrockanroll,Hit the Bar,6,89,,
Barry Bondhus,Company,Premier,CD 1022,94,Marat/Sade and US,
Barry Bondhus,Original Cast,Gre-Gar,LP 5000,67,Tell Me Lies S/T ,
"Basic Thing's, The","Erwin Trinity, The H. Wayne",Philips,40392,66, ,
Bat 21,"Nam, Commando Alan Jamming…",Untold,2,94,Back to Nam,
Batman & His Grandmother,"Goodman, Dickie  ",Red Bird,10-058,66,GH,
Battalion Boots,"Felker, Clint & Common People",Vokes,114,7?, ,
Battle Field Preacher,"McPheeters, Lyle",Banister,107,73,,
Battle Hymn Of Lt. Calley,"Deere, John",Royal American,34,71, ,
Battle Hymn Of Lt. Calley,Jones Bros. & Log Cabin Boys,Time,28371,71, ,
Battle Hymn Of Lt. Calley,"Nelson, Terry & ""C"" Company",Quickit,71-01-14,71,,
Battle Hymn Of Lt. Calley,"Nelson, Terry & ""C"" Company",Plantation,73,71,Next Stop is Vietnam,
Battle Hymn Of The Red River Rats,"Jonas, Dick",Erosonic ,Album 2,97,FSH Vol. II,
Battle Hymn Of The Republic Of Vietnam,Unknown Artist,Bear Family,CD 16070,10,Next Stop is Vietnam,
Battle Hymn Of The River Rats,"Jonas, Dick",Flying Fish,70552,91,In Country,
Battle Hymn Of The River Rats,Walking Thunder,,CD,, ,
"Battle In Viet Nam, The","Griffith, Harry ""Griff""",Copeland,636,69, ,
"Battle Is Over, The",Blue Marble Faun,Look,5015,, ,
"Battle Is Over, The",Canada,Cream,1008,73,,
"Battle Is Over, The","Wagner Coalition, John",Rare Earth,5051,73, ,
"Battle Lands, The",New Scene,Era,3178,67, ,
Battle Of An (American Viet Nam Vet),"Norberry, Jeff",Country Stream,105, , ,
"Battle Of Hill 875, The","Marshall, Sonny",Air,1584,6?,,
Battle Of Long Khan,"Gober, Hershel",Unreleased,CD,66,Hearts and Minds ,
"Battle Of Mai Lai, The","Marshall, Gene",Preview,2182,71, ,
"Battle Of Viet-Nam, The","Austin, Wendell",Wreck,1,68, ,
"Battle Of Viet Nam, The","Willis, Hal",Sims,288,66,NS IV,
Battle Of Vietnam,Barton Bros. & Big Mountain Boys,Jalyn,LP 139,73,,
Battle Of Vietnam,"Jack, Jimmy",Blue Masque,730,64,Next Stop is Vietnam,
Battle Sounds,,Columbia Special Proj.,EZQ 10027,7?,Viet Nam Battle Sounds,
Battle With Vietnam,"Letterman, Bobby",Halmark,750842,6?,,
Battlefield's Of Vietnam,Friendshjip Trio,Harp,EP 15883,6?,,
Battleship Of Maine,"Akeman, David ""Stringbean""",?,?,69,,
Battlesick,Mark Of Cain,THI,CD 21310,89,Battlesick,
Be Nobody's But Mine,Reagan Brothers,Holiday,15654,6?, ,
Be Not Too Hard,"Baez, Joan",Vanguard,LP 79240,67,Joan ,
"Be Proud Of The Red, White & Blue","Clark, Tom",Pageboy,LP 130,85,Tribute To Nam,
Beach Party Vietnam,Dead Milkmen,Restless,72131,86,Eat Your Paisley/Next Stop is Vietnam  ,
Beach Party Vietnam,Groundhog Day,Superpickle,CD,1,Flogging A Dead Cow,
Beach Red,"Wallace, Jean",United Artists,50204,, ,
"Beat Goes On, The",Sonny & Cher,Atco,6461,67,GH ,
Beaucoup Recorded Tapes,"Jorgensen, Sgt. John Peter",Sgt. J.P. Jorgensen,CD,5,Vietnam: A Sublime Homecoming,
Beauty Of Quang Ngai,Burke County Ramblers,TOMI,583,6?, ,
Bedfellows,"Rozsa, Miklos",WB,LP,68,The Green Berets S/T,
Beelzebub's Laughter,"Axton, Hoyt",Edsel,CD,69,My Griffin Is Gone ,
Been To Hell,"Kline, Phil",Cantaloupe Music,CD 21019,4,Zippo Songs,
Beer La Rue,"Rosenberg, Chuck",Video Treasures,,90,GI Songs And Stories From Vietnam,
Beers To You,"Eastwood, Clint & Charles, Ray",Warner,LP 3499,81,Any Which Way You Can ,
Before The Deluge,"Browne, Jackson",Asylum,LP 1017,74,Late For The Sky ,
Before The War,Jessie & Eddie with The Blue Chips,Colleen,3310,6?,,
Before You Go,Dr. Sam & Managed Care Blues Band,Annadyne,CD,7,Before You Go,
Beggar's Bullets,"Butler, Chris",KSU,501,5,4-May,
Behind Bamboo Tears,"Jacobs, Sam",Break,72967,,,
Behold The Voice Of The People,"Campbell, Johnny",Prestige,127,71, ,
"Belated Welcome Home, A","Barozzie, Michael",MAB,CD,93,A Belated Welcome Home,
Believe In Me Baby Part 1,Jesse James,20th Century Fox,187,67, ,
Believe In Me Baby Part 2,Jesse James,20th Century Fox,187,67, ,
Belly Of The Beast,"Caldwell, Danny Fritz",LZP,CD,2,Belly Of The Beast,
Belly Of The Monster,Red Star Singers,Paradon,LP 1023,74,The Force of Live,
Below The Surface,"Walktendonk, Jim",Booney Tunes,CD,88,On The Mend,
Beneath The Pride,"Duvall, Rick",Rick Duvall,Cassette,87,Combat Assault,
Beneath The Shelter,Blind Albert,Vincent Gabriel,CD,5,11 Bravo Vietnam,
Be-No,"Jonas, Dick",Erosonic ,Album 5,97,Nickel On The Grass,
Bernie Fisher,"Hughes, Toby",Erosonic ,Album 14,5,Fast and Low,
"Best Of America, The","Pollock, Samuel",S. Pollock,Cassette,93,Remembering Honor Vietnam,
Better Days Are Yet To Come,Spokesmen,Decca,31895,66, ,
Better Get Your Pride Back Boy,"Howard, Harlan",Nugget,LP 105,70,"To The Silent Majority, With Love",
"Better Part Of Valor, The","Martin, Michael J.  ",MJMmusic,Downlaod,8?, ,
Better Things To Do,"Oliver, Bill",Private Tape,Cassette,9?, ,
Beware: Here Come Friends,"Kohler, Richard",,,66,Broadside # 71,
Beyond The Wall,"Pride, Charlie",TCWR,53787,96,These Colors Won't Run,
Beyond The Wall,Unknown Artist,,Cassette,3,Vietnam Anthology #2 ,
Beyond Vietnam,"King, Jr., Martin Luther",,,67, ,
Bicentennial Blues,"Scott-Heron, Gil & Jackson, Brian",,,76,It's Your World ,
Bicentennial Madness,"Parent, Fred",Plain Folk,Cassette,87,"Vet Songs, 1967-1987 ",
Bien Hoa Air Base,"Jorgensen, Sgt. John Peter",Sgt. J.P. Jorgensen,CD,5,Vietnam: A Sublime Homecoming,
Bien Hoa Blues,"Bang, Billy",Justin Time Records,CD,1,Vietnam: The Aftermath,
Big Black Wall,"Coley, Phil",Math Records ,101,8?,,
Big Black Wall,"Mozal, Bill",After Math,,83,,
Big Brother (Home For Christmas),"Jones, Roger",New Star,129,6?, ,
Big BX,"Jonas, Dick",Erosonic ,Album 4,97,Swamp Fox,
"Big Draft, The",Four Preps,Capitol,4716,62,Greatest Hits,
Big Fanny,"Hamilton, Big John",Minaret,136,7?, ,
Big Fanny,"Ray, Neil",Plantation,2,68, ,
Big Gun,"Myer, Jonathan",Border City,SE-1a,0,"Songs of the O-1E ""Bird Dog""",
"Big Parade, The","10,000 Maniacs",Elektra,LP 60815,89,Blind Man's Zoo/Next Stop is Vietnam,
Big Red  ,"Collier, Randy",Astro,111,6?,,
"Big Red One, The - Part I","Mathis, Clyde J.",Allstate,46,6?, ,
"Big Red One, The - Part II","Mathis, Clyde J.",Allstate,46,6?, ,
Big Silver Bird,"Donald, Roye",Wizmak Prod.,W579-12,91, ,
Big Time In The Jungle,Old Crow Medicine Show,Nettwerk,CD,4,O.C.M.S./Next Stop is Vietnam,
"Bill, When Are You Coming Home",Supremes,Motown,1162,70, ,
Bill's Gonna Soon Be Home,"Jones, Grandpa",Monument,1069,68, ,
Billy & Sue,"Thomas, B.J.",Hickory,1395,66,Greatest Hits ,
Billy And Sue,"Nelson, Grant",Wand,1126,66, ,
Billy And The Fireworks,"Pichan, Steve",Steve Pichan,CD,10,Wars And Stripes,
Billy Don't Be A Hero,"Donaldson, Bo",ABC,11435,74, ,
Billy Don't Be A Hero,Paper Lace,Mercury,73479,74,R&R Fever of '70s ,
Billy Don't Play That Banjo Anymore,"Dalton Boys, The",Coral,62353,63, ,
Billy Don't Play That Banjo Anymore,"Magnificent Four, The",Whale,506,61,,
Billy Don't Play That Banjo Anymore,"Nimoy, Leonard",,,, ,
Billy Farmer,Eagle & The Hawk,Aerie,126,6?,,
"Billy Love Beads, College Joe And Old Tennessee","Richey, Paul",Columbia,45102,70, ,
"Billy, I've Got To Go To Town","Stevens, Geraldine",World Pacific,77927,69, ,
Billy Went To War,"Wellman, Jacqueline",Stop,316,6?, ,
Billy's Friend,"McKenna, Bill",F.P.O. San Francisco,Cassette,86,Vietnam: Still Part of Who I Am,
"""Bird Dog"" Pilot's Heaven","Myer, Jonathan",Border City,SE-8,4,More FAC and Flying Songs,
Birth Of A Nation,"Gober, Hershel",Patriot,LP 91140,69,"Proud American, The",
Birth Of A Soldier,Free Fare,Showcase,13883,, ,
Birthday For A Soldier,"Bryant, Wade",Em-Jay,116,,,
"Birthday Thank You Tommy, From Viet Nam",Happy Fats,Reb Rebel,513,, ,
"Black American, The","Evans, Don",Jewel,843,74, ,
Black Day In July,"Lightfoot, Gordon",UA,LP 243,74,The Very Best Of… ,
"Black Horse, The","Le, Nguyen",,mp3,,Tales From Viet-nam,
Black Patches,"Alder, Pvt. Dexter",Columbia,43897,66, ,
Black September,"Profitt, Mason",Warner Bros,BS 2704,73,Bare Back Rider,
Black Skin Blue Eyed Boys,Equals,Shout,247,70, ,
Black Soldier,"Hubbard, Freddie",Atlantic,LP 2-314,71,Sing Me A Song Of Songmy ,
Black Soldier,Last Poets,Blue Thumb,39,72,Chastisement ,
Black Steel In The Hour Of Chaos,Public Enemy,Def Jam,LP 44303,88,It Takes A Nation of Millions… ,
"Blackhorse, The","Powless, Capt. Gene",Golden Records,105,71, ,
Blame It On The Viet-Cong,Gregory John Band,Guild,101,8?, ,
Bless 'Em All,"Brewer, Teresa",Philips,LP 200,66,Songs For Our Fighting Men ,
Bless 'Em All,"Hatch, Jim",CWF,CD,96,Vietnam Aviator's Odyssey,
Bless Them All,"Sadler, Barry",King Of Music,11075,75, ,
Blind Soldier From Vietnam,"Herdman, Curly",Arzee,106,68, ,
"Blind Veteran, The","Suffet, Stephen L.",,CD,8,Low Rent District,
Blind Viet Nam Veteran,"Hart, Red & Nashville Addix",Capitol Star Artist,90670,6?,,
Blood And Glory,Humblebums (Gerry Rafferty),Castle Music Ltd.,CD,5,Please Sing A Song For Us ,
Blood Of An American,"Wright, Bobby",Genesis II,1,, ,
Blow Me A Message,"Brown, Dottie",Dewl,1013,, ,
Blowin' In The Wind,"Alaimo, Steve",ABC,10712,65,,
Blowin' In The Wind,"Barge, Gene",Checker,1201,68,,
Blowin' In The Wind,"Blue Mood Four, The",Verve Folkways,5003,,,
Blowin' In The Wind,Brimstone,Firebird,1800,,,
Blowin' In The Wind,"Ciari, Claude",Capitol,72256,68,,
Blowin' In The Wind,"Cooke, Sam",RCA,LP 2970,64,At The Copa ,
Blowin' In The Wind,"Dale, Dick & Del-Tones",Capitol,LP 2293,65,Live at Ciro's,
Blowin' In The Wind (German),"Dietrich, Marlene",Liberty,LP,64,Die Grosse Erfolge ,
Blowin' In The Wind,Dixie Drifter,Roulette,4652,66,,
Blowin' In The Wind,"Doyle, Bobby",WB,7252,69,,
Blowin' In The Wind,"Dylan, Bob",Columbia,42856,63,Freewheelin'  6,
Blowin' In The Wind,"Faithfull, Marianne",Decca,LP 4688,65,Come My Way ,
Blowin' In The Wind,Flatt & Scruggs,Columbia,LP 9596,68,Changin' Times ,
Blowin' In The Wind,"Gaillard, Slim",Epic,5-10336,69,,
Blowin' In The Wind,"Getz, Stan",Verve,10323,64,,
Blowin' In The Wind,"Harris, Wayne",Hit,232,6?,,
Blowin' In The Wind,"Hawkins, Edward Singers",Buddah,145,69,"Peace Is ""Blowin' In The Wind""",
Blowin' In The Wind,Hollies,BR Music,45230,6?,,
Blowin' In The Wind,"Jackson, Walter",Okeh,7219,65,,
Blowin' In The Wind,Kingston Trio,Capitol,LP 1935,63,Sunny Side! ,
Blowin' In The Wind,"Light, Enoch & Ork.",Project 3,LP 5036,69,& The Brass Menagerie ,
Blowin' In The Wind,"Lyman Group, Arthur",Hi Fi,5078,66,,
Blowin' In The Wind,"Miller, Mitch & The Gang",Atlantic,LP 8277,71,Peace Sing-Along,
Blowin' In The Wind,"Mitchell Trio, Chad",Varese Sarabande,302 066 427,62,In The Wind,
Blowin' In The Wind,"Montenegro, Hugo",GWP,520,, ,
Blowin' In The Wind,New World Singers,Folkways,LP 05301,63,"Broadside Ballads, Vol. 1/Classic Protest Songs",
Blowin' In The Wind,"Parton, Dolly & Nickel Creek",Sugarhill,CD,5,Those Were The Days ,
Blowin' In The Wind,"Peter, Paul & Mary",WB,5368,63,Ten Years Together ,
Blowin' In The Wind,Sheffields,Fenton,2118,6?,,
Blowin' In The Wind,Silkie,Fontana,LP 67548,65,You've Got To Hide Your Love Away,
Blowin' In The Wind,"Wonder, Stevie",Tamla,54136,66,Love Songs ,
Blowin' In The Wind,"Wright, O.V.",Back Beat,611,70,,
Blue And Yellow,Infamous Ent,,,,,
"Blue, Blue's In Green",Earl & Audie (The Webster Bros.),K-Ark,753,, ,
Blue Four,"Jonas, Dick",Erosonic ,Album 2,97,FSH Vol. II,
Blue Four,"Rosenberg, Chuck",Video Treasures,,90,GI Songs And Stories From Vietnam ,
Blue Grass Love,"Thomas, Mike",Tin Pan Alley,59-575,7?,,
Blue Soldier,"Brooks, Donnie",Era,3194,68,,
Blue Soldier,"Johnson, Curly",Pathway,P-1049,, ,
Blue Viet Nam Skies,"Busby, Buzz & Bayou Boys",Rebel,258,6?, ,
Blues For A Soldier,"Williams, Louise",BB,4001,74, ,
Blues For Mister Charlie #1,"Sharp, Bobby",Power Tree,149,, ,
Blues For Mister Charlie #2,"Gossett, Lou et al",Power Tree,149,, ,
Blues For The Viet Cong,"Cowell, Stanley",Arista-Freedom,LP 1032,77,Blues For The Viet Cong,
"Boat People, The","Maloney, Dick & Vietnamese Kids",Diana,1020,7?, ,
"Boatwoman's Song, The",Various Artists,Paredon,LP 1009,71,Vietnam Will Win,
Bob Dylan Wrote Propaganda Songs,Brutal Truth,Relapse,LP ??,,Evolution Through Revolution ,
Bob Dylan Wrote Propaganda Songs,Minutemen,SST,Cassette 068,86,Ballot Result ,
Bobby Watson ,"Jonas, Dick",Erosonic ,Disc 7,2,Cold Warriors,
Bobby's Saigon Boogie,"Ferrazano, Phil",Phil Ferrazano,CD,6,Vietnam Remembered/Next Stop is Vietnam,
Body Bag,Red Rippers,Bien Hoa Prod.,CD,83,Over There…and Over Here,
Body Count,"Quinn, Maureen & Songcrafters",Committee of Resp.,LP,68,Memorial Album to Benefit War-Injured Children of Vietnam,
Body Count,R.E.M.,IRS?,LP,81,So Much Younger Then ,
Bolder Green And Jones,Vibrations,,,,,
Bombs Of Destruction,"Carson, Eddie",Versa,102023,7?,,
Bong Son Bridge,"Morris, Richard",Richard Morris,CD,7,Skytroopers - Songs of War and Peace,
Bonga Chong,"Fisher, Harvey",Private Tape,Cassette,68, ,
Bonjour Vietnam,"Anh, Pham Quynh",,,8, ,
Boonaroo,"Henderson, Don",,LP,68,One Out,
Boonie Rat Song,"Rosenberg, Chuck",Flying Fish,70552,91,Next Stop is Vietnam,
Boonie Rats,"Leddy, Marcus",Harpo House,CD,8,Resurrection,
Boots That Calley Wore,"Daniels, III, David",Ranger,470,7?, ,
Border Legionaires,"Ross, Joe",Trac,101-28,60s, ,
Borderline,"Barkemeyer, Larry",Bark Moss Ent.,Cassette,97,20 Years Of Tears/Next Stop is Vietnam,
Born In The USA,"Springsteen, Bruce",Columbia,4680,84,Born In The USA ,
Born In The USA/Born On The 4th Of July,"Springsteen, Bruce & Kovic, Ron",Caedmon Audio ,Cassette,90, ,
Born On The 4th Of July,"Paxton, Tom",Vanguard,LP 79395,77,New Songs from the Briarpatch/Next Stop is Vietnam,
Born On The Fourth Of July,"Williams, John",MCA,LP 6340,89,Born On The Fourth Of July S/T,
"Box, The","Lascelles, Kendrew",Mediarts,102,70, ,
"Boy From Indiana, The","Kahlenberg Company, The",Churchill,7740,7?, ,
Boy From The Middle Class Ghetto,"Scanlan, Dan (Cool Hand Uke)",Dan Scanlan,CD,69,Vietnam War Era Songs,
"Boy I Used To Know, The","Barkemeyer, Larry",Bark Moss Ent.,Cassette,97,20 Years Of Tears,
Boy In A Uniform,"Lynne, Rockie",,CD,10,Songs for Soldiers ,
Boy In The Sandbox,"Yonkers Band, Michael",Sub Pop,LP 508,2,Microminiature Love ,
